layer,correct_prob,distractor_prob,log_odds,is_correct,item,item_id,condition,knowledge_cue,first_mention,recent_mention,question_id,question,correct_answer,distractor_answer,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
10,8.181875462690909e-05,7.557784166713667e-06,3.4363963537794344,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,5.7923757258298196e-05,1.7898062112003798e-06,5.01627989146985,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,4.320736843133264e-05,1.8023220301991349e-06,4.583348652383505,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,1.6156226636575872e-05,3.34959107417927e-06,2.270033405268384,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,6.218396675897041e-05,5.355643896726344e-06,3.537410707729007,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,6.94963121207638e-05,7.266545042429078e-06,3.2575949347752173,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,8.266360919208872e-05,2.924255202665365e-06,4.821111227548321,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,0.001117574973983773,0.0001547803870424432,2.8520770423058006,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,0.015057867545977405,0.002080575341648723,2.855463036735988,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.07739049601832655,0.005603652496731038,3.787717009517152,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.24205390318640707,0.008194874135253775,4.884462756820145,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,0.6186615695480101,0.01704348683410286,5.181857994405853,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.7493555977249823,0.0287583553552965,4.703597417018586,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.8947193568133895,0.0037187418201151136,7.910476828586412,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,0.634335145488851,0.0019893594634303458,8.316797482325478,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,0.7878466077445507,0.0032590849192231466,7.917304013128798,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,0.8379870043963531,0.020561692858624546,5.348896917978285,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,0.9688190810557552,0.010066125462295468,6.588646889783101,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,0.9868098501037231,0.005710535557896755,7.433002252222022,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,0.9979331492064241,0.0007573322306527972,10.363801129965088,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,0.9993342757023398,0.0004547656612066928,11.1016283003491,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.9989728927702525,0.000595593342786476,10.711902187174557,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.9999204874073978,6.408897847108408e-05,13.929449482859711,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.9999082088473321,6.042154967922485e-05,14.014444855237906,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.999875664714204,9.191912529289829e-05,13.409096016094676,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.9998399019209615,0.00014746208465955427,12.727137330864108,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.9997521042799571,0.0002338255552092407,12.061922084103925,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.9997192025428643,0.00025014724188201647,11.964529672269114,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.9989226460126136,0.0008788161391816467,10.15059588378613,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.9543174509720338,0.03383461928422834,4.817897194271166,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.9410017084737552,0.043674713829082785,4.429327187020663,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,1,"At the start of the story, the jam was in the",cupboard,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,5.887215218055316e-06,1.4058945120962615e-05,-1.2558310752122974,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.7714216726592758e-05,2.0507004511032217e-06,3.110718999215965,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,2.0372281424094532e-05,7.513679919109295e-06,1.4390159880217064,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,3.243732752789785e-05,1.0884195071883588e-05,1.575420243935224,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,9.210497873595639e-05,2.6614896041056626e-05,1.7910452122809788,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,0.00017068063143148502,0.0003351339091520937,-0.9734383142179796,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,0.0003060784603084464,0.0005632697478118677,-0.879924467637836,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,0.00031934297350879904,0.0007613357250795401,-1.253426069822632,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,0.0005600521573700432,0.0016574588959922922,-1.565339996802853,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,5.680666078671407e-05,0.0002639185377903432,-2.2159606839759096,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,1.1887331010956344e-05,0.00018848604464612208,-3.9869609743335266,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,5.177963585990525e-06,0.0001448611252868698,-4.806141857617222,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,6.120929600590862e-06,5.394502065799063e-05,-3.139667119009193,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,4.909684723186057e-05,3.43100183627293e-05,0.5170004864117064,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,4.3194967278307005e-05,6.522668414449616e-05,-0.5945990584810055,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,9.990981031486032e-05,3.294773262832286e-05,1.6004471592887797,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,3.2375301072071924e-05,9.358495804628497e-05,-1.5313830542858966,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,0.000551844116429921,0.0003944675825105607,0.4843540516943245,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,0.004344793836184207,0.0013309143198847815,1.7068700236426855,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,0.008726818003073481,0.007297752143397461,0.2580035573101614,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,0.021641087059042694,0.024228865867204293,-0.1629539056578131,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,0.09687993263705998,0.18588202960683053,-0.9401175355265649,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,0.1445724167639834,0.37466094862852345,-1.3737932875084946,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,0.17398997423194554,0.3135169113746183,-0.8495390888313475,False,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,0.20986956823420236,0.1306569189811555,0.6837094612684579,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,0.2810472395442978,0.20363858650165795,0.46480168808303335,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,0.6670128091111284,0.06513150848017707,3.3562869209988637,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,0.8161714577046275,0.09634746845494987,3.082553593964645,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,0.9250479954257769,0.03853730485407278,4.585200636810406,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,0.7114492792003847,0.2587133855393394,1.459406208112338,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,0.8471595671911725,0.1512519018318876,2.4856804518869433,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.8212203960370309,0.17681418805201798,2.2155354138759886,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.7825006065892743,0.21684916756843897,1.8513999653593498,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.7689427692991675,0.23021227588617202,1.7399114595134368,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.800735766920066,0.19746097337693863,2.0197587052923343,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.9729481343314136,0.025997119264940492,5.225939227737175,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.9713670010454969,0.027542952308075932,5.140261362184799,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.9496720450901006,0.04802183700614726,4.305666888531742,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.9316241111146432,0.06091375832286326,3.9349079527992914,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.9063760021737546,0.05876453025108013,3.9470921389420766,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.771602898586531,0.1682098948086575,2.1975959895558144,True,2,2_tb_1_e_e_ex,True Belief,Explicit,End,End,2,"At the end of the story, the jam was in the",fridge,cupboard,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
